0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00
7.792364358901977539e-01,-5.811768341809511185e-01,4.000000000000000000e+00,4.000000000000000000e+00
-3.673543196171522141e+00,7.410007666796445847e+00,4.000000000000000000e+00,4.000000000000000000e+00
-1.157722704485058784e+01,-1.017059441655874252e+00,4.000000000000000000e+00,4.000000000000000000e+00
-1.547340922243893147e+01,-9.298825312405824661e+00,4.000000000000000000e+00,4.000000000000000000e+00
-1.480549227818846703e+01,-1.975999338552355766e+01,4.000000000000000000e+00,4.000000000000000000e+00
-1.703188209421932697e+01,-2.760586220305413008e+01,4.000000000000000000e+00,4.000000000000000000e+00
-1.269042195193469524e+01,-3.530643111653625965e+01,4.000000000000000000e+00,4.000000000000000000e+00
-6.233891485258936882e+00,-4.809226819872856140e+01,4.000000000000000000e+00,4.000000000000000000e+00
-4.898057596758008003e+00,-6.291219511348754168e+01,4.000000000000000000e+00,4.000000000000000000e+00
-5.454655049368739128e+00,-9.080846810061484575e+01,4.000000000000000000e+00,4.000000000000000000e+00
-5.677294028922915459e+00,-1.086794767789542675e+02,4.000000000000000000e+00,4.000000000000000000e+00
-5.009377084672451019e+00,-1.252428219439461827e+02,4.000000000000000000e+00,4.000000000000000000e+00
-2.894306760281324387e+00,-1.470366550479084253e+02,4.000000000000000000e+00,4.000000000000000000e+00
-8.905559275299310684e-01,-1.649075624821707606e+02,4.000000000000000000e+00,4.000000000000000000e+00
1.224514398723840714e+00,-1.791461486220359802e+02,4.000000000000000000e+00,4.000000000000000000e+00
2.560348287224769592e+00,-1.961452502263709903e+02,4.000000000000000000e+00,4.000000000000000000e+00
3.339584723114967346e+00,-2.102385004190728068e+02,4.000000000000000000e+00,4.000000000000000000e+00
2.449028795585036278e+00,-2.262205125046893954e+02,4.000000000000000000e+00,4.000000000000000000e+00
1.447153380140662193e+00,-2.406043013865128160e+02,4.000000000000000000e+00,4.000000000000000000e+00
4.452779609709978104e-01,-2.542616169843822718e+02,4.000000000000000000e+00,4.000000000000000000e+00
1.113194916397333145e-01,-2.686453652204945683e+02,4.000000000000000000e+00,4.000000000000000000e+00
7.792364358901977539e-01,-2.828838025471195579e+02,4.000000000000000000e+00,4.000000000000000000e+00
1.113194907084107399e+00,-2.961051903404295444e+02,4.000000000000000000e+00,4.000000000000000000e+00
1.224514398723840714e+00,-3.086001120749861002e+02,4.000000000000000000e+00,4.000000000000000000e+00
1.558472868055105209e+00,-3.171722004385665059e+02,4.000000000000000000e+00,4.000000000000000000e+00
2.003750832751393318e+00,-3.244366763075813651e+02,4.000000000000000000e+00,4.000000000000000000e+00
1.113194916397333145e-01,-3.312652787836268544e+02,4.000000000000000000e+00,4.000000000000000000e+00
