# x_m,y_m,w_tr_right_m,w_tr_left_m
393.2,177.54,4,4
397.8,178,4,4
402.36,178.55,4,4
406.91,179.23,4,4
411.43,180.05,4,4
415.91,181.06,4,4
420.36,182.27,4,4
424.74,183.71,4,4
428.88,185.33,4,4
432.91,187.22,4,4
436.43,189.16,4,4
439.77,191.29,4,4
442.92,193.6,4,4
445.9,196.12,4,4
448.57,198.68,4,4
451.37,201.73,4,4
453.96,204.96,4,4
456.43,208.46,4,4
458.87,212.37,4,4
461.09,216.38,4,4
463.14,220.47,4,4
465.05,224.67,4,4
466.84,228.9,4,4
468.52,233.16,4,4
470.14,237.47,4,4
471.69,241.83,4,4
473.2,246.21,4,4
474.66,250.58,4,4
476.09,254.96,4,4
477.5,259.34,4,4
478.91,263.74,4,4
480.31,268.12,4,4
481.71,272.5,4,4
483.12,276.9,4,4
484.54,281.29,4,4
485.97,285.68,4,4
487.41,290.08,4,4
488.85,294.5,4,4
490.28,298.85,4,4
491.74,303.28,4,4
493.19,307.65,4,4
494.64,312.01,4,4
496.1,316.38,4,4
497.56,320.77,4,4
499.02,325.15,4,4
500.48,329.51,4,4
501.94,333.88,4,4
503.39,338.24,4,4
504.85,342.61,4,4
506.28,346.96,4,4
507.74,351.37,4,4
509.17,355.69,4,4
510.59,360.02,4,4
512,364.37,4,4
513.41,368.71,4,4
514.83,373.09,4,4
516.25,377.48,4,4
517.66,381.89,4,4
519.07,386.3,4,4
520.45,390.68,4,4
521.83,395.06,4,4
523.21,399.45,4,4
524.57,403.82,4,4
525.93,408.22,4,4
527.29,412.61,4,4
528.65,417.01,4,4
529.99,421.4,4,4
531.34,425.81,4,4
532.67,430.21,4,4
533.99,434.57,4,4
535.33,438.98,4,4
536.65,443.38,4,4
537.98,447.8,4,4
539.3,452.2,4,4
540.62,456.63,4,4
541.94,461.03,4,4
543.25,465.44,4,4
544.57,469.86,4,4
545.88,474.27,4,4
547.19,478.66,4,4
548.5,483.06,4,4
549.83,487.48,4,4
551.15,491.87,4,4
552.49,496.26,4,4
553.83,500.66,4,4
555.2,505.07,4,4
556.57,509.47,4,4
557.97,513.85,4,4
559.38,518.21,4,4
560.8,522.54,4,4
562.25,526.93,4,4
563.72,531.27,4,4
565.2,535.65,4,4
566.7,540,4,4
568.21,544.38,4,4
569.72,548.72,4,4
571.25,553.05,4,4
572.77,557.38,4,4
574.31,561.72,4,4
575.86,566.04,4,4
577.42,570.38,4,4
578.98,574.71,4,4
580.54,579.05,4,4
582.11,583.37,4,4
583.67,587.68,4,4
585.25,592,4,4
586.83,596.32,4,4
588.41,600.63,4,4
589.99,604.94,4,4
591.59,609.26,4,4
593.19,613.57,4,4
594.8,617.91,4,4
596.4,622.22,4,4
598,626.54,4,4
599.6,630.85,4,4
